carrier,name,ambulance,application_fee,baby_care,brand_drugs,chiropractic,coinsurance,deductible,emergency_room,generic_drugs,hospitalization,hsa_eligible,labor,lifetime_maximum,mail_order_drugs,mental_health,obgyn_exam,oon_authorization,oon_coinsurance,oon_coverage,oon_deductible,oon_oop_limit,oop_limit,out_of_country,pcp_required,pcp_visit,periodic_exam,plan_type,prenatal_office_visit,separate_rx_deductible,specialist_referrals_required,specialist_visit,specialty_drugs,substance_abuse,surgery,urgent_care,xray
Health Net,WholeCare HMO Gold 45,"",No,Included,$40 copay,"",0%,$0,"$250 Copay, waived if admitted",$20 copay,$800 Copay Per Adm.,No,$800 Copay Per Adm.,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$250 Individual,Yes,$60 Copay,20% coinsurance,"",Surgery: $750 Copay,"",$25 Copay; Major: $250 Copay
Health Net,WholeCare HMO Gold Standard Copay,"",No,Included,$50 copay,"",0%,$0,"$250 Copay, waived if admitted",$15 copay,"$600 Copay Per Day, 5 Day Max.",No,"$600 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: $600 Copay,"",Lab: $30 Copay; X-ray: $50 Copay; Major: $250 Copay
Health Net,WholeCare HMO Platinum 10,"",No,Included,$15 copay,"",0%,$0,"$100 Copay, waived if admitted",$5 copay,$250 Copay Per Adm.,No,$250 Copay Per Adm.,None,"","",Included,Not Covered,"",No,"","","$2,500 includes deductible",Emergency Coverage Only,Yes,$10 Copay,Included,HMO,$10 Copay,None,Yes,$35 Copay,10% coinsurance,"",Surgery: $200 Copay,"",$15 Copay; Major: $50 Copay
Health Net,WholeCare HMO Platinum 25,"",No,Included,$15 copay,"",0%,$0,"$100 Copay, waived if admitted",$5 copay,$400 Copay Per Adm.,No,$400 Copay Per Adm.,None,"","",Included,Not Covered,"",No,"","","$3,500 includes deductible",Emergency Coverage Only,Yes,$25 Copay,Included,HMO,$25 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: $350 Copay,"",$20 Copay; Major: $100 Copay
Health Net,WholeCare HMO Platinum Standard Copay,"",No,Included,$15 copay,"",0%,$0,"$150 Copay, waived if admitted",$5 copay,"$250 Copay Per Day, 5 Day Max.",No,"$250 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: $250 Copay,"",Lab: $20 Copay; X-ray: $40 Copay; Major: $150 Copay
Kaiser Permanente,Bronze 60 HMO 5000/60 w/Child Dental,"",No,Included,$50 copay,"",30%,"$5,000","$300 Copay after deductible , waived if admitted",$15 copay,30% after deductible Per Adm.,No,30% after deductible Per Adm.,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,"$60 Copay after deductible , Ded. Wvd. for 1st 3 visits",Included,HMO,"$60 Copay after deductible , Ded. Wvd. for 1st 3 visits",Medical deductible applies,Yes,$70 Copay after deductible,30% coinsurance,"",Surgery: 30% after deductible,"",30% after deductible
Kaiser Permanente,Bronze 60 HSA 3500/30 w/Child Dental,"",No,Included,$40 copay after deductible,"",30%,"$3,500",30% after deductible,$15 copay after deductible,30% after deductible Per Adm.,Yes,30% after deductible Per Adm.,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay after deductible,Included,HMO,$30 Copay after deductible,Medical deductible applies,Yes,$30 Copay after deductible,30% coinsurance,"",Surgery: 30% after deductible,"",$30 Copay after deductible ; Major: 30% after deductible
Kaiser Permanente,Bronze 60 HSA 4500/40% w/Child Dental,"",No,Included,40% After Ded.,"",40%,"$4,500",40% after deductible,40% After Ded.,40% after deductible Per Adm.,Yes,40% after deductible Per Adm.,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,40% after deductible,Included,HMO,40% after deductible,Medical deductible applies,Yes,40% after deductible,40% After Ded.,"",Surgery: 40% after deductible,"",40% after deductible
Kaiser Permanente,Gold 80 HMO 0/30 w/Child Dental,"",No,Included,$50 copay,"",20%,$0,"$250 Copay, waived if admitted",$15 copay,"$600 Copay Per Day, 1st 5 Days*",No,"$600 Copay Per Day, 1st 5 Days*",None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: $600 Copay,"",Lab: $30 Copay; X-ray: $50 Copay; Major: $250 Copay
Kaiser Permanente,Gold 80 HMO 500/30 w/Child Dental,"",No,Included,$50 copay,"",20%,$500,"$250 Copay after deductible , waived if admitted",$15 copay,"$600 Copay Per Day after deductible , 1st 5 Days*",No,"$600 Copay Per Day after deductible , 1st 5 Days*",None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$30 Copay,20% coinsurance,"",Surgery: $600 Copay after deductible,"",$20 Copay; Major: $250 Copay
Kaiser Permanente,Gold 80 HRA 2000/30 w/Child Dental,"",No,Included,$30 copay,"",20%,"$2,000",20%,$15 copay,20% after deductible Per Adm.,No,20% after deductible Per Adm.,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$30 Copay,20% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
Kaiser Permanente,Platinum 90 HMO 0/20 w/Child Dental,"",No,Included,$15 copay,"",10%,$0,"$150 Copay, waived if admitted",$5 copay,"$250 Copay Per Day, 1st 5 Days Per Adm.*",No,"$250 Copay Per Day, 1st 5 Days Per Adm.*",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: $250 Copay,"",Lab: $20 Copay; X-ray: $40 Copay; Major: $150 Copay
Kaiser Permanente,Silver 70 HMO 1000/40 w/Child Dental,"",No,Included,$50 copay,"",30%,"$1,000",30% after deductible,$25 copay,30% after deductible Per Adm.,No,30% after deductible Per Adm.,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,None,Yes,$40 Copay,20% coinsurance,"",Surgery: 30% after deductible,"",Lab: $30 Copay; X-ray: $40 Copay; Major: 30% after deductible
Kaiser Permanente,Silver 70 HMO 1500/45 w/Child Dental,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible Per Adm.,No,20% after deductible Per Adm.,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $45 Copay; X-ray: $65 Copay; Major: $250 Copay
Kaiser Permanente,Silver 70 HSA 1500/20% w/Child Dental,"",No,Included,20% After Ded.,"",20%,"$1,500",20% after deductible,20% After Ded.,20% after deductible,Yes,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,20% after deductible,Included,HMO,20% after deductible,Medical deductible applies,Yes,20% after deductible,20% After Ded.,"",Surgery: 20% after deductible,"",20% after deductible
Sharp,Choice Bronze 5000 60 30,"",No,Included,$50 copay,"",30%,"$5,000","$300 Copay after deductible , waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$60 Copay after deductible,Included,HMO,$60 Copay after deductible,Medical deductible applies,Yes,$70 Copay after deductible,30% coinsurance,"",Surgery: 30% after deductible,"",30% after deductible
Sharp,Choice Bronze HSA 4500 40 40,"",No,Included,60% coinsurance,"",40%,"$4,500","40% after deductible , waived if admitted",60% coinsurance,40% after deductible,Yes,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,40% after deductible,Included,HMO,40% after deductible,Medical deductible applies,Yes,40% after deductible,60% coinsurance,"",Surgery: 40% after deductible,"",40% after deductible
Sharp,Choice Gold 0 30 1000 A,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Adm.",No,"$1,000 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$60 Copay,$70 copay,"",Surgery: $500 Copay,"",0%; Major: $150 Copay
Sharp,Choice Gold 0 30 1000 B,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Day, Up to the OOP Max.",No,"$1,000 Copay Per Day, Up to the OOP Max.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,$70 copay,"",Surgery: $750 Copay,"",0%; Major: $150 Copay
Sharp,Choice Gold 0 30 20,"",No,Included,$50 copay,"",20%,$0,"$250 Copay, waived if admitted",$15 copay,20%,No,20%,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $30 Copay; X-ray: $50 Copay; Major: 20%
Sharp,Choice Gold 0 30 600,"",No,Included,$50 copay,"",N/A,$0,"$250 Copay, waived if admitted",$15 copay,"$600 Copay Per Day, 5 Day Max.",No,"$600 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: $600 Copay,"",Lab: $30 Copay; X-ray: $50 Copay; Major: $250 Copay
Sharp,Choice Gold 0 40 1000,"",No,Included,$35 copay,"",N/A,$0,"$150 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Day, Up to the OOP Max.",No,"$1,000 Copay Per Day, Up to the OOP Max.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,$150 Individual,Yes,$40 Copay,$70 copay,"",Surgery: $750 Copay,"",0%; Major: $150 Copay
Sharp,Choice Gold 1000 30 30,"",No,Included,$35 copay,"",30%,"$1,000","$150 Copay after deductible , waived if admitted",$19 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$3,400 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$150 Individual,Yes,$30 Copay,$70 copay,"",Surgery: 30% after deductible,"",0%; Major: $100 Copay
Sharp,Choice Platinum 0 10 100,"",No,Included,$20 copay,"",N/A,$0,"$100 Copay, waived if admitted",$10 copay,"$100 Copay Per Day, 1st 3 Days",No,"$100 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$10 Copay,Included,HMO,$10 Copay,None,Yes,$10 Copay,$40 copay,"",Surgery: $100 Copay,"",0%; Major: $100 Copay
Sharp,Choice Platinum 0 15 250,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$15 copay,"$250 Copay Per Day, 1st 3 Days",No,"$250 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$15 Copay,Included,HMO,$15 Copay,None,Yes,$15 Copay,$50 copay,"",Surgery: $250 Copay,"",0%; Major: $100 Copay
Sharp,Choice Platinum 0 20 10,"",No,Included,$15 copay,"",10%,$0,"$150 Copay, waived if admitted",$5 copay,10%,No,10%,None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: 10%,"",Lab: $20 Copay; X-Ray: $40 Copay; Major: 10%
Sharp,Choice Platinum 0 20 1000,"",No,Included,$35 copay,"",N/A,$0,"$150 Copay, waived if admitted",$15 copay,"$1,000 Copay Per Adm.",No,"$1,000 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,$50 copay,"",Surgery: $500 Copay,"",0%; Major: $100 Copay
Sharp,Choice Platinum 0 20 250,"",No,Included,$15 copay,"",N/A,$0,"$150 Copay, waived if admitted",$5 copay,"$250 Copay Per Day, 5 Day Max.",No,"$250 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: $250 Copay,"",Lab: $20 Copay; X-ray: $40 Copay; Major: $150 Copay
Sharp,Choice Platinum 0 20 500,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$500 Copay Per Day, 1st 3 Days",No,"$500 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$30 Copay,$70 copay,"",Surgery: $500 Copay,"",0%; Major: $100 Copay
Sharp,Choice Silver 1500 45 20 A,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $45 Copay; X-ray: $65 Copay; Major: 20% after deductible
Sharp,Choice Silver 1500 45 20 B,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $45 Copay; X-ray: $65 Copay; Major: $250 Copay
Sharp,Choice Silver 1750 40 40,"",No,Included,$35 copay,"",40%,"$1,750","$150 Copay after deductible , waived if admitted",$19 copay,40% after deductible,No,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$5,750 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,$150 Individual,Yes,$40 Copay,$70 copay,"",Surgery: 40% after deductible,"",$40 Copay; Major: $100 Copay
Sharp,Choice Silver HSA 1500 20 20,"",No,Included,80% coinsurance,"",20%,"$1,500","20% after deductible , waived if admitted",80% coinsurance,20% after deductible,Yes,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,20% after deductible,Included,HMO,20% after deductible,Medical deductible applies,Yes,20% after deductible,80% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
Sharp,Performance Bronze 5000 60 30,"",No,Included,$50 copay,"",30%,"$5,000","$300 Copay after deductible , waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$60 Copay after deductible,Included,HMO,$60 Copay after deductible,Medical deductible applies,Yes,$70 Copay after deductible,30% coinsurance,"",Surgery: 30% after deductible,"",30% after deductible
Sharp,Performance Bronze HSA 4500 40 40,"",No,Included,60% coinsurance,"",40%,"$4,500","40% after deductible , waived if admitted",60% coinsurance,40% after deductible,Yes,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,40% after deductible,Included,HMO,40% after deductible,Medical deductible applies,Yes,40% after deductible,60% coinsurance,"",Surgery: 40% after deductible,"",40% after deductible
Sharp,Performance Gold 0 30 1000 A,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Adm.",No,"$1,000 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$60 Copay,$70 copay,"",Surgery: $500 Copay,"",0%; Major: $150 Copay
Sharp,Performance Gold 0 30 1000 B,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Day, Up to the OOP Max.",No,"$1,000 Copay Per Day, Up to the OOP Max.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,$70 copay,"",Surgery: $750 Copay,"",0%; Major: $150 Copay
Sharp,Performance Gold 0 30 20,"",No,Included,$50 copay,"",20%,$0,"$250 Copay, waived if admitted",$15 copay,20%,No,20%,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $30 Copay; X-ray: $50 Copay; Major: 20%
Sharp,Performance Gold 0 30 600,"",No,Included,$50 copay,"",N/A,$0,"$250 Copay, waived if admitted",$15 copay,"$600 Copay Per Day, 5 Day Max.",No,"$600 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: $600 Copay,"",Lab: $30 Copay; X-ray: $50 Copay; Major: $250 Copay
Sharp,Performance Gold 0 40 1000,"",No,Included,$35 copay,"",N/A,$0,"$150 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Day, Up to the OOP Max.",No,"$1,000 Copay Per Day, Up to the OOP Max.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,$150 Individual,Yes,$40 Copay,$70 copay,"",Surgery: $750 Copay,"",0%; Major: $150 Copay
Sharp,Performance Gold 1000 30 30,"",No,Included,$35 copay,"",30%,"$1,000","$150 Copay after deductible , waived if admitted",$19 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$3,400 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$150 Individual,Yes,$30 Copay,$70 copay,"",Surgery: 30% after deductible,"",0%; Major: $100 Copay
Sharp,Performance Platinum 0 10 100,"",No,Included,$20 copay,"",N/A,$0,"$100 Copay, waived if admitted",$10 copay,"$100 Copay Per Day, 1st 3 Days",No,"$100 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$10 Copay,Included,HMO,$10 Copay,None,Yes,$10 Copay,$40 copay,"",Surgery: $100 Copay,"",0%; Major: $100 Copay
Sharp,Performance Platinum 0 15 250,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$15 copay,"$250 Copay Per Day, 1st 3 Days",No,"$250 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$15 Copay,Included,HMO,$15 Copay,None,Yes,$15 Copay,$50 copay,"",Surgery: $250 Copay,"",0%; Major: $100 Copay
Sharp,Performance Platinum 0 20 10,"",No,Included,$15 copay,"",10%,$0,"$150 Copay, waived if admitted",$5 copay,10%,No,10%,None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: 10%,"",Lab: $20 Copay; X-ray: $40 Copay; Major: 10%
Sharp,Performance Platinum 0 20 1000,"",No,Included,$35 copay,"",N/A,$0,"$150 Copay, waived if admitted",$15 copay,"$1,000 Copay Per Adm.",No,"$1,000 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,$50 copay,"",Surgery: $500 Copay,"",0%; Major: $100 Copay
Sharp,Performance Platinum 0 20 250,"",No,Included,$15 copay,"",N/A,$0,"$150 Copay, waived if admitted",$5 copay,"$250 Copay Per Day, 5 Day Max.",No,"$250 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: $250 Copay,"",Lab: $20 Copay; X-ray: $40 Copay; Major: $150 Copay
Sharp,Performance Platinum 0 20 500,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$500 Copay Per Day, 1st 3 Days",No,"$500 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$30 Copay,$70 copay,"",Surgery: $500 Copay,"",0%; Major: $100 Copay
Sharp,Performance Silver 1500 45 20 A,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $45 Copay; X-ray: $65 Copay; Major: 20% after deductible
Sharp,Performance Silver 1500 45 20 B,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $45 Copay; X-ray: $65 Copay; Major: $250 Copay
Sharp,Performance Silver 1750 40 40,"",No,Included,$35 copay,"",40%,"$1,750","$150 Copay after deductible , waived if admitted",$19 copay,40% after deductible,No,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$5,750 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,$150 Individual,Yes,$40 Copay,$70 copay,"",Surgery: 40% after deductible,"",$40 Copay; Major: $100 Copay
Sharp,Performance Silver HSA 1500 20 20,"",No,Included,80% coinsurance,"",20%,"$1,500","20% after deductible , waived if admitted",80% coinsurance,20% after deductible,Yes,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,20% after deductible,Included,HMO,20% after deductible,Medical deductible applies,Yes,20% after deductible,80% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
Sharp,Premier Bronze 5000 60 30,"",No,Included,$50 copay,"",30%,"$5,000","$300 Copay after deductible , waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$60 Copay after deductible,Included,HMO,$60 Copay after deductible,Medical deductible applies,Yes,$70 Copay after deductible,30% coinsurance,"",Surgery: 30% after deductible,"",30% after deductible
Sharp,Premier Bronze HSA 4500 40 40,"",No,Included,60% coinsurance,"",40%,"$4,500","40% after deductible , waived if admitted",60% coinsurance,40% after deductible,Yes,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,40% after deductible,Included,HMO,40% after deductible,Medical deductible applies,Yes,40% after deductible,60% coinsurance,"",Surgery: 40% after deductible,"",40% after deductible
Sharp,Premier Gold 0 30 1000 A,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Adm.",No,"$1,000 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$60 Copay,$70 copay,"",Surgery: $500 Copay,"",0%; Major: $150 Copay
Sharp,Premier Gold 0 30 1000 B,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Day, Up to the OOP Max.",No,"$1,000 Copay Per Day, Up to the OOP Max.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,$70 copay,"",Surgery: $750 Copay,"",0%; Major: $150 Copay
Sharp,Premier Gold 0 30 20,"",No,Included,$50 copay,"",20%,$0,"$250 Copay, waived if admitted",$15 copay,20%,No,20%,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $30 Copay; X-ray: $50 Copay; Major: 20%
Sharp,Premier Gold 0 30 600,"",No,Included,$50 copay,"",N/A,$0,"$250 Copay, waived if admitted",$15 copay,"$600 Copay Per Day, 5 Day Max.",No,"$600 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: $600 Copay,"",Lab: $30 Copay; X-ray: $50 Copay; Major: $250 Copay
Sharp,Premier Gold 0 40 1000,"",No,Included,$35 copay,"",N/A,$0,"$150 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Day, Up to the OOP Max.",No,"$1,000 Copay Per Day, Up to the OOP Max.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,$150 Individual,Yes,$40 Copay,$70 copay,"",Surgery: $750 Copay,"",0%; Major: $150 Copay
Sharp,Premier Gold 1000 30 30,"",No,Included,$35 copay,"",30%,"$1,000","$150 Copay after deductible , waived if admitted",$19 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$3,400 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$150 Individual,Yes,$30 Copay,$70 copay,"",Surgery: 30% after deductible,"",0%; Major: $100 Copay
Sharp,Premier Platinum 0 10 100,"",No,Included,$20 copay,"",N/A,$0,"$100 Copay, waived if admitted",$10 copay,"$100 Copay Per Day, 1st 3 Days",No,"$100 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$10 Copay,Included,HMO,$10 Copay,None,Yes,$10 Copay,$40 copay,"",Surgery: $100 Copay,"",0%; Major: $100 Copay
Sharp,Premier Platinum 0 15 250,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$15 copay,"$250 Copay Per Day, 1st 3 Days",No,"$250 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$15 Copay,Included,HMO,$15 Copay,None,Yes,$15 Copay,$50 copay,"",Surgery: $250 Copay,"",0%; Major: $100 Copay
